!Created with skrf (http://scikit-rf.org).
# Hz S RI R 50.0 
!freq ReS11 ImS11
900000000.0 0.24788554496369775 -0.9660658893894284
900350000.0 0.24726912902554776 -0.9666404806179634
900700000.0000001 0.246572468954741 -0.9672240985983933
901049999.9999999 0.24580099043318399 -0.9677986810509596
901400000.0 0.2449640709046252 -0.9683506956441936
901750000.0 0.24407265522629967 -0.9688713991693314
902100000.0 0.24313743106741664 -0.9693561679886575
902450000.0 0.24216772984807183 -0.9698034134302373
902800000.0 0.2411710551324931 -0.9702134644421325
903150000.0 0.24015304240387253 -0.9705876183524114
903500000.0 0.23911766468328793 -0.9709274199062525
903850000.0 0.23806755255255696 -0.971234150229163
904200000.0 0.2370041507467222 -0.9715076279445358
904550000.0 0.23592863415101 -0.9717476865270736
904900000.0 0.2348420534594573 -0.971953926635148
905250000.0 0.23374542647522312 -0.9721240749563353
905600000.0000001 0.23264043445398247 -0.9722547498245756
905950000.0 0.23152996475906062 -0.972341560371671
906300000.0 0.23041873054135842 -0.9723793888331619
906650000.0 0.22931392520197091 -0.9723629558205245
907000000.0 0.2282257918383524 -0.9722877789146805
907350000.0 0.22716787757025103 -0.9721515943024901
907700000.0 0.22615663041030065 -0.9719561751097722
908050000.0 0.22520996582425484 -0.9717092205915843
908400000.0 0.22434461226085572 -0.971425658795348
908750000.0 0.22357253281411998 -0.9711274978779394
909100000.0 0.22289739885552384 -0.9708415781376663
909450000.0 0.22231253558081843 -0.9705953711058425
909800000.0 0.2218014615717423 -0.9704120265735342
910150000.0 0.22134105157716943 -0.9703064457112043
910500000.0 0.22090612482005462 -0.9702837278438984
910850000.0 0.22047375672370856 -0.9703401691833922
911200000.0 0.2200260746939809 -0.9704659259908821
911550000.0 0.21955122466754973 -0.9706481013583788
911900000.0 0.21904292658863717 -0.9708733261161702
912249999.9999999 0.2184992939317436 -0.9711294509676109
912600000.0 0.21792148570607622 -0.9714063922971485
912950000.0 0.2173125220351818 -0.9716963689547069
913300000.0 0.21667638611928952 -0.9719937880754046
913650000.0 0.21601740855397628 -0.9722949785489876
914000000.0 0.21533987411196748 -0.9725978967387989
914350000.0 0.21464777798642293 -0.9729018693250565
914700000.0 0.2139446644590996 -0.9732073981417457
915050000.0 0.2132334920327581 -0.9735160269907843
915400000.0000001 0.21251647932579232 -0.9738302536396908
915750000.0 0.21179489495255255 -0.9741534552057289
916100000.0 0.2110687656100162 -0.9744897773778695
916450000.0 0.21033649660981263 -0.9748439160036422
916800000.0 0.20959443809060352 -0.9752206980603784
917150000.0000001 0.20883649760861878 -0.9756243634752068
917500000.0 0.20805399412018816 -0.976057490283782
917850000.0 0.20723603679846558 -0.976519632703511
918200000.0 0.20637071202738377 -0.9770059704781022
918550000.0 0.20544715995114426 -0.9775065270427483
918900000.0 0.20445817679195688 -0.9780066030429826
919250000.0 0.20340247307549908 -0.9784887547196608
919600000.0 0.20228555925782482 -0.9789359229496015
919950000.0 0.20111872230807004 -0.9793346131657557
920300000.0 0.1999164795273572 -0.9796769165147152
920650000.0 0.19869358896343708 -0.9799607844727047
921000000.0 0.19746269202381278 -0.9801888345638333
921350000.0 0.1962331117473623 -0.9803664695652193
921700000.0 0.1950107264409821 -0.980500058395815
922050000.0 0.1937985227821869 -0.980595591258558
922400000.0 0.19259741942289788 -0.9806578878835692
922750000.0000001 0.19140708903995618 -0.9806902493070246
923100000.0 0.19022665667331085 -0.9806943931477223
923450000.0 0.1890552551948395 -0.9806705377641196
923800000.0 0.18789247084832256 -0.9806175497564478
924149999.9999999 0.18673872943875003 -0.9805331159056492
924500000.0000001 0.18559567304861402 -0.9804139379450428
924850000.0000001 0.18446656721498128 -0.9802559787431762
925200000.0 0.18335676116209648 -0.9800548159297616
925550000.0 0.18227419479070006 -0.979806186272294
925900000.0 0.18122989675994167 -0.9795068284366961
926250000.0 0.18023833696409425 -0.9791557401841654
926600000.0 0.17931737787173735 -0.9787559289990916
926950000.0 0.17848742919932814 -0.9783166028879087
927300000.0 0.17776931948263114 -0.977855464162569
927650000.0 0.17718050910545896 -0.977400325383734
928000000.0 0.1767297880846052 -0.9769888137036009
928350000.0 0.17641160830644398 -0.9766648729177348
928700000.0 0.17620232393665763 -0.9764716391891521
929050000.0 0.1760609025199824 -0.976442146806435
929400000.0 0.17593521286229152 -0.9765912323397987
929750000.0 0.17577216773686272 -0.9769122428986377
930100000.0 0.17552777391677216 -0.9773799788730388
930450000.0 0.17517336272167672 -0.9779581513786091
930800000.0 0.17469665431138587 -0.9786078690363763
931149999.9999999 0.1740988320642629 -0.9792941993963288
931500000.0 0.1733898904926569 -0.9799896364915284
931850000.0 0.172584154892222 -0.9806748565858818
932200000.0 0.17169692590331814 -0.9813378011460032
932550000.0000001 0.17074240747600483 -0.9819720675029227
932900000.0 0.16973266857940117 -0.9825752428673455
933250000.0 0.16867728715927194 -0.9831474819105345
933600000.0 0.16758337616253577 -0.9836904066501256
933950000.0 0.1664557861894943 -0.9842062946882405
934300000.0000001 0.1652973660918507 -0.9846974797193817
934650000.0 0.16410922780569542 -0.9851658824186953
935000000.0 0.16289100800549722 -0.9856125996181737
935350000.0 0.1616411546251214 -0.9860374965817416
935700000.0 0.1603572975167073 -0.9864387717816938
936049999.9999999 0.15903679101402834 -0.9868125031631709
936400000.0 0.15767753346731433 -0.9871522506890233
936750000.0 0.15627914986665736 -0.9874488896796056
937100000.0 0.1548445236135132 -0.9876909689017563
937450000.0 0.1533814343626586 -0.9878659596651209
937800000.0 0.1519037113495268 -0.9879626474815779
938150000.0 0.15043101816477655 -0.9879744612945112
938500000.0 0.14898651131681373 -0.9879027720422113
938850000.0 0.14759246668511017 -0.9877585833430729
939200000.0 0.14626526972374015 -0.9875613132365972
939550000.0 0.14501191695853383 -0.9873347482448347
939900000.0 0.1438295265029637 -0.9871018429688837
940250000.0 0.14270769697496333 -0.9868805321757202
940600000.0 0.1416322298206612 -0.9866818190972653
940950000.0 0.1405885874613258 -0.9865100392789923
941300000.0 0.13956418873195636 -0.9863643873310044
941650000.0 0.1385494564114712 -0.9862407562870146
942000000.0000001 0.1375379736980029 -0.9861333084308231
942350000.0 0.1365261800437555 -0.9860355800972067
942700000.0 0.1355129283082332 -0.9859411557876918
943049999.9999999 0.1344990864098944 -0.9858440365299999
943400000.0 0.13348726261152055 -0.9857388359403464
943750000.0 0.13248167223323126 -0.9856209169826526
944100000.0 0.13148813118203406 -0.985486560961327
944450000.0 0.13051414133967854 -0.9853332479356706
944799999.9999999 0.12956901005134353 -0.9851601243757653
945150000.0 0.12866390856487003 -0.9849687325097565
945500000.0 0.12781171255853163 -0.9847640613414725
945850000.0 0.12702637903099073 -0.9845559241239414
946200000.0 0.12632151574992123 -0.9843605278219423
946550000.0 0.12570775792530187 -0.984201827782706
946900000.0 0.1251887262895109 -0.984111848422784
947250000.0 0.1247559101377545 -0.9841287423748075
947600000.0 0.12438390531929194 -0.984291380044289
947950000.0 0.12402866501891185 -0.9846303361696143
948300000.0 0.12363163657093135 -0.9851574745129006
