!Created with skrf (http://scikit-rf.org).
# Hz S RI R 50.0 
!freq ReS11 ImS11
600000000.0 0.3242573641443005 -0.9459097019524745
600350000.0000001 0.32325072785437725 -0.9463031493785713
600700000.0000001 0.32222535840639355 -0.9466612730886601
601050000.0 0.3211853667202833 -0.9469822778252814
601400000.0 0.3201349297599168 -0.9472638095820775
601750000.0 0.31907898528325107 -0.9475029522026395
602100000.0 0.3180239459798261 -0.9476965775397119
602450000.0000001 0.31697829243246084 -0.9478421106863548
602800000.0 0.3159528138658033 -0.947938722618871
603150000.0 0.31496018936410525 -0.9479888134027636
603500000.0 0.3140136418318447 -0.9479993976337173
603850000.0000001 0.3131246675965545 -0.9479827555968818
604200000.0 0.31230034760641845 -0.9479557019454086
604550000.0 0.31154122797985107 -0.9479372628352826
604900000.0 0.3108407837697624 -0.9479453453707005
605250000.0 0.31018683762252103 -0.947993615969682
605600000.0 0.3095643543857005 -0.9480897440368017
605950000.0000001 0.308958457930708 -0.9482354313154628
606300000.0 0.30835666224010727 -0.9484278097601109
606650000.0 0.3077499103360748 -0.9486613933386875
607000000.0 0.30713257603381094 -0.94892988305963
607350000.0 0.30650183469710895 -0.9492274731467865
607700000.0 0.30585678430294644 -0.949549612381086
608049999.9999999 0.3051975542488097 -0.9498933295243649
608400000.0 0.3045244994246532 -0.9502572571450896
608750000.0 0.3038374916453628 -0.9506414447141998
609100000.0 0.30313529484476565 -0.9510469881327018
609450000.0000001 0.30241503591017826 -0.9514754489107484
609800000.0 0.3016718496677511 -0.9519280161500743
610150000.0 0.3008988651026347 -0.9524044075476754
610500000.0 0.3000877618002349 -0.9529016395011587
610850000.0 0.29923007171398447 -0.9534130091419168
611200000.0 0.2983191429823912 -0.9539278135477007
611549999.9999999 0.29735225105220797 -0.9544322742303875
611900000.0 0.2963319985671196 -0.9549116856005405
612250000.0000001 0.29526626034071884 -0.9553531267767271
612600000.0 0.2941665921474454 -0.9557476632756996
612950000.0 0.2930458039254523 -0.9560912091644764
613300000.0 0.29191571283705964 -0.9563839499333969
613650000.0 0.29078578672681704 -0.9566288715062914
614000000.0 0.2896628209827148 -0.9568301191984954
614350000.0 0.2885513826121732 -0.9569916941053167
614700000.0 0.28745464480311905 -0.9571166749747998
615049999.9999999 0.2863753216742494 -0.9572069374449773
615400000.0 0.2853165460886705 -0.9572632702774142
615750000.0000001 0.28428262411581856 -0.9572858099307526
616100000.0 0.2832796223855261 -0.9572747682789884
616450000.0 0.28231570474014195 -0.9572314662705979
616799999.9999999 0.28140105047857755 -0.9571596704927038
617150000.0 0.2805470955579843 -0.9570671214765575
