!Created with skrf (http://scikit-rf.org).
# Hz S RI R 50.0 
!freq ReS11 ImS11
800000000.0 0.2889421778280775 -0.9561144529786159
800350000.0 0.2881320037789107 -0.9565225111887816
800700000.0000001 0.2872984177981762 -0.9569196155141593
801049999.9999999 0.2864415433642368 -0.9573040897412204
801399999.9999999 0.2855613902025554 -0.9576736290746539
801750000.0 0.2846581740654838 -0.9580251708954756
802100000.0 0.28373271859468374 -0.9583548800980375
802449999.9999999 0.2827869067902814 -0.9586583082228957
802800000.0 0.2818241045999921 -0.958930780980117
803149999.9999999 0.2808494294429618 -0.959168029166934
803500000.0 0.27986971093890023 -0.9593669951893737
803850000.0 0.2788930282679571 -0.9595266395848192
804200000.0 0.27792782936052135 -0.9596484935034596
804550000.0 0.2769818095066844 -0.9597367230707909
804899999.9999999 0.2760608610848789 -0.959797618035292
805250000.0 0.27516840854823277 -0.9598386321203283
805600000.0000001 0.2743052968420862 -0.9598672667864347
805950000.0 0.2734701907642378 -0.9598901128178411
806300000.0 0.27266028580394563 -0.959912251966557
806649999.9999999 0.27187209154323716 -0.9599370592100647
807000000.0 0.27110210789174016 -0.9599663230721652
807349999.9999999 0.2703473104319931 -0.960000553458501
807700000.0000001 0.2696054414244162 -0.9600393597296125
808050000.0 0.26887514661170225 -0.9600818230546917
808399999.9999999 0.26815600874073675 -0.9601268294728444
808750000.0 0.26744851973345424 -0.9601733607935605
809099999.9999999 0.26675401623007666 -0.9602207574655868
809450000.0 0.26607458442985393 -0.9602689733346688
809800000.0 0.26541292238291936 -0.9603188394523849
810149999.9999999 0.26477213205168004 -0.9603723436627212
810500000.0 0.2641554011526466 -0.9604329134954379
810850000.0000001 0.26356553044231396 -0.9605056601201594
811200000.0 0.2630042745163456 -0.9605975011568103
811550000.0 0.26247150588301166 -0.9607170376936431
811899999.9999999 0.2619642935113237 -0.9608740370516261
812249999.9999999 0.26147610271616567 -0.961078403957315
812600000.0000001 0.26099643271699297 -0.9613386471576697
812950000.0 0.260511229783172 -0.9616600701383553
813299999.9999999 0.2600042596108441 -0.9620431583499567
813650000.0 0.25945928228677567 -0.962482745256886
814000000.0 0.25886248639656745 -0.9629683718917696
814349999.9999999 0.25820444697391515 -0.9634858253366099
814700000.0 0.2574810336505129 -0.964019374290819
815049999.9999999 0.2566931291313501 -0.9645539932736384
815400000.0 0.2558454578471151 -0.9650769880020702
815750000.0 0.25494504019636227 -0.965578772646406
816099999.9999999 0.25399973978903423 -0.9660528801891312
816450000.0 0.25301717632506404 -0.9664954665360845
816799999.9999999 0.25200407656950635 -0.9669045883647921
